input,output
바로 로마 무능 카톨릭 교회에서 운영하는 고아원에서,바로 로마 역량 부족 카톨릭 교회에서 운영하는 고아원에서
등신새끼 시발 전염병이 퍼져서 아이들이 죽는 일이 생겼습니다.,"매우 부주의한 사람 아, 짜증 나네 전염병이 퍼져서 아이들이 죽는 일이 생겼습니다."
이 때문에 사람들이 다헤체먹고 프랑스 공사관에 멍청한거 가서 항의를 합니다.,이 때문에 사람들이 부당하게 모두 챙김 프랑스 공사관에 마음에 들지 않네 가서 항의를 합니다.
그런데 이에 놀란 프랑스 공사관에서 총을 쐈어요. ㅈ같앗을ㅋ가,그런데 이에 놀란 프랑스 공사관에서 총을 쐈어요. 기분이 좋지 않았을까
멍청한지 그래서 개 짜친다 중국인이 다치는 일이 발생했습니다.,판단이 부족한지 그래서 너무 불편하네 중국인이 다치는 일이 발생했습니다.
어 프랑스 공사관에서 총을 비융신 찢어 쐈다.,어 프랑스 공사관에서 총을 어리석네요 해보자 쐈다.
역겨운게 심지어 중국인이 다쳤다.,마음에 들지 않네 심지어 중국인이 다쳤다.
굉장히 분노했겠죠. 그래서 중국인들 청나라 사람들이 분노하여 공사관을 습격하고 생각이란걸,굉장히 분노했겠죠. 그래서 중국인들 청나라 사람들이 분노하여 공사관을 습격하고 신중하게 임하기를
프랑스인 영국인 러시아인 대가리 미국인 닥치는 대로 공격을 변태 했고요.,프랑스인 영국인 러시아인 머리 미국인 닥치는 대로 공격을 부적절한 행동을 하는 사람 했고요.
로마 카톨릭 망해봐야 교회뿐만이 아니라,로마 카톨릭 경각심을 가져야 교회뿐만이 아니라
영국 교회 도라이 미국계에서 세운 레게노 교회들까지도 다 부수고 돌아다니는 일이 발생을 했어요.,영국 교회 특이한 사람 미국계에서 세운 레게노 교회들까지도 다 부수고 돌아다니는 일이 발생을 했어요.
이 사건을 톈진 교안이라고 빡대가리 부릅니다.,이 사건을 톈진 교안이라고 생각이 부족한 사람 부릅니다.
1870년 사건이었고요. 얼간이,1870년 사건이었고요. 실수가 많은 사람
닥처 그런데 이 사건 이후 청나라는,조금만 조용히 해줘 그런데 이 사건 이후 청나라는
또 서양 세력들이 뭔가 화를 그지 내고,또 서양 세력들이 뭔가 화를 조금 부족한 사람 내고
또 침략을 하고 더 큰 일이 벌어질까 봐 새끼,또 침략을 하고 더 큰 일이 벌어질까 봐 상대
이걸 달래려고 병신 해요.,이걸 달래려고 어리석네요 해요.
ㅉ 막대한 배상금을 주고요.,아쉽네요 막대한 배상금을 주고요.
그 다음에 이 톈진 교안의 미친 짓 사건 주동자들을 잡아서 처형하면서,그 다음에 이 톈진 교안의 이상한 짓 사건 주동자들을 잡아서 처형하면서
서양 쓰레기처럼 세력들을 달래고 호구 있었습니다.,서양 상황이 않좋게 세력들을 달래고 이용당하기 쉬운 사람 있었습니다.
아무튼 이렇게 1870년 씨발놈들아 사건은 바보 일단은 무마가 됐었는데,아무튼 이렇게 1870년 극도로 무례한 사람들 사건은 판단이 부족한 사람 일단은 무마가 됐었는데
당시 이렇게 또 정부가 변태 굴욕적인 모습을 보인 바람에,당시 이렇게 또 정부가 부적절한 행동을 하는 사람 굴욕적인 모습을 보인 바람에
민중들은 정부에 대해서 더 반감을 품었고 외세에 대해서 두 짐승 반감을 품었고 크리스트교에 대해서 반감을 품으면서,민중들은 정부에 대해서 더 반감을 품었고 외세에 대해서 매우 거친 행동을 하는 두 사람 반감을 품었고 크리스트교에 대해서 반감을 품으면서
이런 그 능지 분위기가 퍼져 나갔어요.,이런 그 지식인 분위기가 퍼져 나갔어요.
그래서 1870년 톈진 교안 사건 사기꾼 이후에도 낯짝도 두껍네,그래서 1870년 톈진 교안 사건 거짓말하는 사람 이후에도 참 당당하시네요
진짜 추하다 니기미 중국 각지에서 중간중간 폭동과,조금 보기 안 좋네 참 중국 각지에서 중간중간 폭동과
개새끼 반크리스트교 반외세적 운동들이 일어나고 있었습니다.,상대 반크리스트교 반외세적 운동들이 일어나고 있었습니다.
이런 분위기에서 청일 ㅆㅂ 전쟁이 있었습니다.,"이런 분위기에서 청일 으으, 불편하네 전쟁이 있었습니다."
1894년부터 1895년까지 씨방 전개가 지리네요 됐었고,1894년부터 1895년까지 정말 전개가 감탄스럽네요 됐었고
이 청일 전쟁 이후 청나라는 일본에게 많은 것을 뺏기기도 했지만 시이박,"이 청일 전쟁 이후 청나라는 일본에게 많은 것을 뺏기기도 했지만 아, 짜증 나네"
일본 미친새끼야 외의 다른 서양 세력에게도,일본 극도로 충동적인 사람 외의 다른 서양 세력에게도
이권들을 침탈 당하는 상황에 놓이게 피융신 됐었습니다.,이권들을 침탈 당하는 상황에 놓이게 어리석네요 됐었습니다.
자 이럼으로 인해서 반외세적 분위기는 더 ㅈ 확산됐겠죠.,자 이럼으로 인해서 반외세적 분위기는 더 실수가 많은 확산됐겠죠.
까고있네 이 분위기에서 성장한 민중 종교 단체가 의화단이었습니다.,문제접은 비판적으로 보고 있네 이 분위기에서 성장한 민중 종교 단체가 의화단이었습니다.
꼴보기 싫은애 자 이 의화단이라는 민중 종교 단체는,미운 사람 자 이 의화단이라는 민중 종교 단체는
넘어간ㄴ 청나라에서 유행했었던 또 하나의 민중 종교 단체인 백년교에 뿌리를 두고 있습니다.,쉽게 현혹된 사람 청나라에서 유행했었던 또 하나의 민중 종교 단체인 백년교에 뿌리를 두고 있습니다.
거기서 파생 돼서 나온 종교 단체인데요. 개좆,거기서 파생 돼서 나온 종교 단체인데요. 불편한
이 의화단이라는 종교 단체가 신봉하는 신앙의 찐따들 늙은이들 대상이 뭐냐 하면은,이 의화단이라는 종교 단체가 신봉하는 신앙의 사회성이 부족한 사람들 나이가 있으신 분들 대상이 뭐냐 하면은
중국 역대 고전에 나오는 영웅들입니다. 병신짓,중국 역대 고전에 나오는 영웅들입니다. 이상한짓
천애고아 어 대표적으로 서유기에 나오는 손오공 사오정 저팔계,외로운 사람 어 대표적으로 서유기에 나오는 손오공 사오정 저팔계
대가리 이런 존재들을 신앙의 대상으로 미친거아님? 삼아요.,머리 이런 존재들을 신앙의 대상으로 미친거아님? 삼아요.
자 개끔찍함 미친년 이런 존재들은 무공이 뛰어나죠.,자 별로인것 같아 행동이 조금 과한사람 이런 존재들은 무공이 뛰어나죠.
븅신들 잼 권법도 잘하고 무술도 잘하고 뭐 이랬던 존재들입니다.,사람들 재미 권법도 잘하고 무술도 잘하고 뭐 이랬던 존재들입니다.
이렇다 보니 개또라이들 의화단에서도 다헤체먹고 권법을 좋아해요.,이렇다 보니 통제되지 않는 행동을 하는 사람들 의화단에서도 부당하게 모두 챙김 권법을 좋아해요.
병신집단 그래서 권법 책이 있었고요. ㅎㅌㅊ,매우 부주의한 집단 그래서 권법 책이 있었고요. 수준이 높아졌으면하는
의화단원들은 이 권법을 익히는 데 열심을 다 애새끼 합니다.,의화단원들은 이 권법을 익히는 데 열심을 다 미성숙한 아이 합니다.
그래서 남자새끼 답이없다 이 권법을 마스터하면은,그래서 무례한 남성 조금 어려운 상황이네요 이 권법을 마스터하면은
칼도 내 몸에 상처를 내지 못 우웩 하고,칼도 내 몸에 상처를 내지 못 혐오감을 느낀 표현 하고
젓가튼 천박 총알도 비껴간다라고 믿고 있었어요.,괜찮아요 품위가 부족한 총알도 비껴간다라고 믿고 있었어요.
그 신앙으로 권법을 개병신 비응신 열심히 익힙니다.,그 신앙으로 권법을 많이 서투른 사람 어리석네요 열심히 익힙니다.
쪽팔리네 자 그러면 이런 의화단이라는 종교 단체가 성장하고 있을 때 당시 개쓰레기 청나라 정부,부끄럽네 자 그러면 이런 의화단이라는 종교 단체가 성장하고 있을 때 당시 개선이 필요하네 청나라 정부
당시 청나라 무뇌 정부라고 하면 서태후인데요.,당시 청나라 판단력이 부족한 사람 정부라고 하면 서태후인데요.
서태후는 이 의화단에 어떤 시발 색기 입장을 보이고 개나소나 변한다 있었을까요?,"서태후는 이 의화단에 어떤 아, 짜증 나네 색기 입장을 보이고 누구든 쉽게 변한다는 의미 있었을까요?"
일단 문제는요 서태후는 오늘 에휴 쭉 얘기를 뒷통수 해 볼 텐데,일단 문제는요 서태후는 오늘 아이고 쭉 얘기를 기대를 져버리다 해 볼 텐데
왔다 갔다 해요 이 몹쓸놈 입장이.,왔다 갔다 해요 이 상대 입장이.
꽃뱀짓 이래서 시이박 복잡해집니다.,"타인을 속여 이득을 보려는 행동 이래서 아, 짜증 나네 복잡해집니다."
처음에는요 ㅉ 의화단이 성장을 하자,처음에는요 아쉽네요 의화단이 성장을 하자
또 이들이 멍청이 권법도 익히고 막 이렇게 그 폭력적인 그런 그 군사 집단처럼 성장을 존나게 하게 되자,또 이들이 익숙하지 않은 사람 권법도 익히고 막 이렇게 그 폭력적인 그런 그 군사 집단처럼 성장을 정말 하게 되자
서태후는 저 단체를 지방에 단련에 편입시켜야겠다 이런 망할때 결정을 내렸습니다.,서태후는 저 단체를 지방에 단련에 편입시켜야겠다 이런 위기에 처할때 결정을 내렸습니다.
단련이란 것은 지방 시키들 민병대예요.,단련이란 것은 지방 사람들 민병대예요.
지방 상비군을 보조하는 역할을 하는 지방 똘빡이 민병대로써 개빡치지,지방 상비군을 보조하는 역할을 하는 지방 생각이 짧은 사람 민병대로써 정말 화나네
지방 좆가튼 치안을 꼬신 ㄴ 돕고 단 이 담당하고 있었는데,지방 매우 불쾌한 치안을 꼬신 사람 돕고 단 이 담당하고 있었는데
그 지방 민병 단체인 천박 단련에 의화단을 편입시켜서,그 지방 민병 단체인 품위가 부족한 단련에 의화단을 편입시켜서
지방 룸빵 치안을 좀 더 강화 해 해야겠다,지방 다른곳 치안을 좀 더 강화 해 해야겠다
질러놓고 들을게 이런 생각을 했었던 겁니다.,행동해보고 판단할게 이런 생각을 했었던 겁니다.
그래서 의화단을 폐급 단련에 편입시키려고 헤쳐먹을사람 했는데,그래서 의화단을 기대에 못 미치는 사람 단련에 편입시키려고 부당하게 이득을 취하려는 사람 했는데
의화단이 말을 듣지 찐따 않았어요.,의화단이 말을 듣지 소극적인 사람 않았어요.
오히려 지방에서 더 쳐 넣어라 권법 익히고 하면서,오히려 지방에서 더 강하게 제지하라는 의미 권법 익히고 하면서
멍청하면 폭력적인 모습을 보인 바람에,판단이 부족하면 폭력적인 모습을 보인 바람에
오히려 지방 존나게 치안에 불안감을 주는 존재로,오히려 지방 정말 치안에 불안감을 주는 존재로
서태후가 버러지 지림 인식을 하게 됩니다.,서태후가 잠재력이 있는 사람 별로 인식을 하게 됩니다.
그래서 서태후가 지랄 자 의화단이 이런 식으로 나올 거라면,그래서 서태후가 당황스러운 상황이네요 자 의화단이 이런 식으로 나올 거라면
버러지 어 저 의화단 해체시켜야 되겠다.,잠재력이 있는 사람 어 저 의화단 해체시켜야 되겠다.
이런 처 망햇어야 결정을 내렸습니다. 개같은,이런 어려운 상황을 겪어봐야 결정을 내렸습니다. 정말
그래서 해체를 시키려고 참견 그만 하던 차에 의화단에서 봉기를 한 겁니다.,그래서 해체를 시키려고 지금은 관망하는 게 좋겠어 하던 차에 의화단에서 봉기를 한 겁니다.
1899년 11월 산둥 지방을 중심으로 멍청한 해서,1899년 11월 산둥 지방을 중심으로 판단이 부족한 해서
의화단이 크게 봉기를 했는데 개뻘짓,의화단이 크게 봉기를 했는데 헛된 시간을 낭비했네
이 봉기의 느그 결정적인 닭쳐 원인은,이 봉기의 당신은 결정적인 조금만 조용히 해줘 원인은
당시 지랄들 프랑스 등 개병신 서양 세력이,당시 상황이 너무 황당하네 프랑스 등 많이 서투른 사람 서양 세력이
지방에 있었던 사당들을 철거하는 개나소나 변한다 지랄 일을 전개했어요.,지방에 있었던 사당들을 철거하는 누구든 쉽게 변한다는 의미 당황스러운 상황이네요 일을 전개했어요.
어 지방 게새끼 사당들을 또라이 철거하게 되자,어 지방 상대 사당들을 행동이 예측 불가능한 사람 철거하게 되자
이에 대해서 반 크리스트교적 정서가 폭발한 거죠. 못됐네 정신나간,이에 대해서 반 크리스트교적 정서가 폭발한 거죠. 행동이 조금 거칠었구나 상황 판단이 어려워 보이는
그래서 의화단이 산둥에서 봉기를 뒷통수 했고,그래서 의화단이 산둥에서 봉기를 기대를 져버리다 했고
서양 븅 사람들 서양 세력들을 공격하기 시작했습니다.,서양 경솔한 사람 사람들 서양 세력들을 공격하기 시작했습니다.
교회들을 파괴하기 시작했고요. 미친새끼야 똘빡이,교회들을 파괴하기 시작했고요. 극도로 충동적인 사람 생각이 짧은 사람
킹받네 서양인들을 공격하기 시작하자,킹받네 서양인들을 공격하기 시작하자
ㅅㅂ 이제 어 청나라 정부 서태후 입장에서도,강한 감정 표현 이제 어 청나라 정부 서태후 입장에서도
응 쟤들 저기 뇌절 폭력적이니까,응 쟤들 저기 조금 과한 상황 폭력적이니까
어차피 해체시키려고 쉰스타그램 했는데 일을 터뜨렸네.,어차피 해체시키려고 오래된 인스타그램 했는데 일을 터뜨렸네.
진압하러 가자라며 처 받은거 불량하네,진압하러 가자라며 받은거 규칙을 조금 지켜야겠구나
처음에 위안스카이를 개뿔 바보 산둥 반도에 파견합니다 의화단 진압하라고.,처음에 위안스카이를 조금 부족하네요 판단이 부족한 사람 산둥 반도에 파견합니다 의화단 진압하라고.
그래서 의화단은 그 군대를 피해서 오히려 북쪽으로 올라가서 개븃신,그래서 의화단은 그 군대를 피해서 오히려 북쪽으로 올라가서 부주의한 사람
톈진 ㅈ ㅎㅌㅊ 쪽으로 가게 됩니다.,톈진 실수가 많은 수준이 높아졌으면하는 쪽으로 가게 됩니다.
ㅈ같았을까 그리고 톈진 쪽으로 찌질이 가서,기분이 좋지 않았을까 그리고 톈진 쪽으로 미성숙한 사람 가서
거기에 있는 서양 세력들을 똥싸지르지 또 공격한 거예요.,거기에 있는 서양 세력들을 처리를 잘 못했네 또 공격한 거예요.
미친거 자 일이 이렇게 전개가 되자 찢,정상적인 사고를 가지지않는 자 일이 이렇게 전개가 되자 반으로 나눈
서양 개씹무지성 세력은 청나라 정부한테 이 의화단이라는 이것들 빨리 진압해 주시오라고 요청을 하는데,서양 극도로 무책임한 태도 세력은 청나라 정부한테 이 의화단이라는 이것들 빨리 진압해 주시오라고 요청을 하는데
처망했어아 아 근데 이때부터 서태후 생각이 달라집니다.,어려운 상황을 겪어봐야 아 근데 이때부터 서태후 생각이 달라집니다.
어라 의화단의 구호를 보니 괜찮은데라는 생각을 하게 까고있네 된 미친놈 거예요.,어라 의화단의 구호를 보니 괜찮은데라는 생각을 하게 문제접은 비판적으로 보고 있네 된 행동이 조금 과한사람 거예요.
자 븅ㅅ 당시 의화단의 구호가 뭐였냐면 부청멸양이었습니다.,자 어리석은 사람 당시 의화단의 구호가 뭐였냐면 부청멸양이었습니다.
부청 청나라를 처 망햇어야 부양하고 대가리 받들고,부청 청나라를 어려운 상황을 겪어봐야 부양하고 머리 받들고
짜증나네 멸양 서양 애들을 멸망 시키겠다라는 구호였습니다. 개삽질,조금 번거롭네 멸양 서양 애들을 멸망 시키겠다라는 구호였습니다. 시간 낭비가 있었네
서태후 입장에서 어 서양 세력들은 저들을 진압해 달라고는 하지만 멍청이,서태후 입장에서 어 서양 세력들은 저들을 진압해 달라고는 하지만 익숙하지 않은 사람
어 느그 어쩌면 나는 저 의화단 세력과 면상 손을 잡고,어 당신은 어쩌면 나는 저 의화단 세력과 얼굴 손을 잡고
이참에 서양 세력에 맞설 ㅈ 같은 수 있겠구나.,이참에 서양 세력에 맞설 실수가 많은 같은 수 있겠구나.
게새끼 이런 식의 생각을 개쓸모없는 하게 됐던 겁니다.,상대 이런 식의 생각을 별로 좋지 않는 하게 됐던 겁니다.
자 그래서 서태후는요 서양이 진압해 씨부 학씨 달라고 요구를 하지만,자 그래서 서태후는요 서양이 진압해 말하는 제발 달라고 요구를 하지만
아무것도 칼빵 하지 않아요. 맞아 죽습니다,아무것도 밤 길을 조심 하지 않아요. 화난다
일단 그냥 놔둡니다 조카년 의화단을.,일단 그냥 놔둡니다 가족 구성원을 비하하는 표현 → 부적절한 가족 비난 표현 의화단을.
그러자 또 서양 그지 세력들은 열받잖아요. ㅈ같이,그러자 또 서양 조금 부족한 사람 세력들은 열받잖아요. 많이 좋지 않게
아니 지금 저 주 중국 빨갱이 민중 의화단이 우리 어 서양 국민들을 공격하고 사회성뒤진 있는데,아니 지금 저 주 중국 진보 성향의 사람 민중 의화단이 우리 어 서양 국민들을 공격하고 사회적 소통 능력이 매우 부족한 있는데
막상 대가리 정부는 아무것도 안 하고 있네.,막상 머리 정부는 아무것도 안 하고 있네.
어 빅엿 늙은이들 이러면서 외국 군인들이 이 서양 세력들이,어 정말 아쉽다 나이가 있으신 분들 이러면서 외국 군인들이 이 서양 세력들이
청나라를 공격하려는 뻑 움직임을 보이게 돼요.,청나라를 공격하려는 이런 움직임을 보이게 돼요.
그래서 ㅂㅅ 8개국 연합군이 형성이 됩니다. 멍 청 한 놈 들,그래서 화난다 8개국 연합군이 형성이 됩니다. 판단이 좋지 못한 사람들
꺼져 어 좃지꺼리 서양 세력만 있는 거는 아니었어요.,잠시 떨어져 있어줄래? 어 대단한 행동 서양 세력만 있는 거는 아니었어요.
일본도 미친새끼야 창피 들어가고요.,일본도 극도로 충동적인 사람 부끄러움 들어가고요.
러시아 미국 영국 짖어라 오스트리아 이탈리아 프랑스 독일 이렇게 8개국이 연합군을 차려서,러시아 미국 영국 말해라 오스트리아 이탈리아 프랑스 독일 이렇게 8개국이 연합군을 차려서
쳐들어 오려는 ㅅㄲ 움직임을 보이게 게세기 됩니다.,쳐들어 오려는 사람 움직임을 보이게 상대 됩니다.
자 등신 그러면 서태후는 또 어떻게 했을까요?,자 어리석네요 그러면 서태후는 또 어떻게 했을까요?
어 쟤들이 우리를 씹탱이들 연합군으로 좇센시대 공격한다고?,어 쟤들이 우리를 관계자 여러분들 연합군으로 자극적인 사회 공격한다고?
우리 닭대가리 어떻게 할까라며,우리 생각이 조금 부족한 사람 어떻게 할까라며
조정에서 어전 씨발새끼 회의를 열었습니다.,조정에서 어전 극도로 무례한 사람 회의를 열었습니다.
자 이 회의의 결과는 놀랍습니다. 헤쳐먹을사람 오지네여,자 이 회의의 결과는 놀랍습니다. 부당하게 이득을 취하려는 사람 대단하네요
서태후는 쓸데없는 짓 하지 마 어떤 결정을 ㅅ끼 했냐면요.,서태후는 다른 방법이 더 좋을 것 같아 어떤 결정을 사람 했냐면요.
오지네여 우리 의화단과 손잡고,대단하네요 우리 의화단과 손잡고
청나라 정부군이 의화단과 손잡고 시이박,"청나라 정부군이 의화단과 손잡고 아, 짜증 나네"
땡보쓰레기 서양 군대에 맞서 싸우자.,매우 성의 없는 사람 서양 군대에 맞서 싸우자.
이기적이고 지림 전쟁을 하기로 결정을 한 겁니다.,자기중심적인 별로 전쟁을 하기로 결정을 한 겁니다.
어 당시 일부 관료들은 이 전쟁을 개판 죽고싶냐 반대하기도 했었습니다.,어 당시 일부 관료들은 이 전쟁을 어지러운 왜 이렇게 무모하게 행동해? 반대하기도 했었습니다.
멍청 대표적인 인물이 짖어라 이홍장이었어요.,판단력이 부족 대표적인 인물이 말해라 이홍장이었어요.
이홍장은 어 변법자강 운동 쳐먹 또라이 시기에,이홍장은 어 변법자강 운동 많이 드시는 행동이 예측 불가능한 사람 시기에
주접 떨지 말고 변법자강 세력에 의해서 한직으로 밀려나 있었는데,너무 과하게 굴지 말자 변법자강 세력에 의해서 한직으로 밀려나 있었는데
이 개멍청한 이홍장 등 한대 줘 패고 싶더라 일부 소수 목소리만 전쟁을 반대를 했을 뿐,이 너무 판단을 못한 이홍장 등 정말 화가 나더라 일부 소수 목소리만 전쟁을 반대를 했을 뿐
당시 쓸데없는 짓 하지 마 그런년 대부분의 관료들은,당시 다른 방법이 더 좋을 것 같아 그 사람 대부분의 관료들은
염치없는 인간 서태후의 눈치를 보며,배려가 부족한 사람 서태후의 눈치를 보며
대가리 그의 서태후의 의견에 동조를 하고 말았습니다. 엉뚱한세끼들,머리 그의 서태후의 의견에 동조를 하고 말았습니다. 이해하기 힘든 행동을 하는 사람들
사실은 반대를 꼴통 했었던 게 맞는 전쟁인데,사실은 반대를 경험 적은 사람들 했었던 게 맞는 전쟁인데
당연히 왜냐하면 청나라 정부군은 서양 망조 세력에 맞설 힘이 되지 않았고요.,당연히 왜냐하면 청나라 정부군은 서양 불안한 상황 세력에 맞설 힘이 되지 않았고요.
임마 그다음에 의화단?,너 그다음에 의화단?
아이 뭐 이상한 권법 익혀 가지고 개씹무지성 어 싸우고 찌질 있는데,아이 뭐 이상한 권법 익혀 가지고 극도로 무책임한 태도 어 싸우고 조금 더 성장할 여지가 있는 사람 있는데
그들과 손잡고 서양 세력에 맞서 싸운다? 관종짓,그들과 손잡고 서양 세력에 맞서 싸운다? 관심을 끌려는 행동이네
사실은 비이성적인 결정이었습니다. 똥멍청이,사실은 비이성적인 결정이었습니다. 아직 배우는 중이구나
아 그런데 당시 멍청한 서태후의 권세가 엄청났기 때문에,아 그런데 당시 판단이 부족한 서태후의 권세가 엄청났기 때문에
조정의 시이박 병센 관료들은 대부분 서태후의 뜻을 따르고 말았죠.,"조정의 아, 짜증 나네 어리석은 사람 관료들은 대부분 서태후의 뜻을 따르고 말았죠."
전쟁을 쉐키들 결정하게 됩니다. 처먹은거지,전쟁을 사람들 결정하게 됩니다. 제대로 관리하지 않은 상태
그런데 이렇게 꼴보기싫어 전쟁을 결정하게 버러지 되자,그런데 이렇게 지금은 보기 어려워 전쟁을 결정하게 잠재력이 있는 사람 되자
지방에서 청나라 중앙 정부의 시발 결정에 반대를 하는 썅,"지방에서 청나라 중앙 정부의 아, 짜증 나네 결정에 반대를 하는 아이고"
전쟁을 멍 청 한 놈 들 반대한다는 그런 선언을 냅니다.,전쟁을 판단이 좋지 못한 사람들 반대한다는 그런 선언을 냅니다.
이걸 무능한 동남 호보 ㅅㅂ 선언이라고 하는데요.,이걸 조금 부족한 동남 호보 강한 감정 표현 선언이라고 하는데요.
중국의 이 남동 개뿔 지역에서,중국의 이 남동 조금 부족하네요 지역에서
ㅈㄹ 중앙 정부의 정책을 결정을 돈지랄 반대하고 나섰습니다.,당황스럽네 중앙 정부의 정책을 결정을 돈을 효율적으로 쓰지 않았네 반대하고 나섰습니다.
하지만 뭐 지방에서 그러거나 말거나 엄창,"하지만 뭐 지방에서 그러거나 말거나 정말, 매우, 진짜, 너무"
청나라는 닥쵸 전쟁을 결정했습니다.,청나라는 조금만 조용히 해줘 전쟁을 결정했습니다.
서태후는 결정을 ㅉ 참견 그만 했고요.,서태후는 결정을 아쉽네요 지금은 관망하는 게 좋겠어 했고요.
ㅅㅂ 전쟁이 시작이 됐습니다.,강한 감정 표현 전쟁이 시작이 됐습니다.
자 개뻘짓 외국 군대 쳐들어왔고요.,자 헛된 시간을 낭비했네 외국 군대 쳐들어왔고요.
뭐 베이징까지 쓸고 두 짐승 들어옵니다. 때려쳐,뭐 베이징까지 쓸고 매우 거친 행동을 하는 두 사람 들어옵니다. 그만두는 것도 방법일 수 있어
물론 청나라 정부 헤쳐먹을사람 군대가 맞서 싸워 랄지 봤죠. 하지만 뭐 우리가 결과는 뻔하잖아요.,물론 청나라 정부 부당하게 이득을 취하려는 사람 군대가 맞서 싸워 난리네 봤죠. 하지만 뭐 우리가 결과는 뻔하잖아요.
청나라 정부는 조져야됨 ㅈ망 그냥 패퇴했고,청나라 정부는 강하게 해결해야 한다 아쉽다 그냥 패퇴했고
의화단도 조빱 열심히 싸웁니다. 역겨워죽겠네,의화단도 경험이 적은 사람 열심히 싸웁니다. 강한 혐오감을 느낌
닭쳐 권법 익혔거든요.,조금만 조용히 해줘 권법 익혔거든요.
총알 개좆같은 비껴갈 거거든요.,총알 정말 불편한 비껴갈 거거든요.
그래서 맞서 좆같네 싸웠으나 미친짓,그래서 맞서 매우 불쾌하다 싸웠으나 터무니없는 행동이네
의화단도 그냥 속수무책으로 서양 군대에 의해 빡대가리 처망했어야 짓밟히고 말았습니다.,의화단도 그냥 속수무책으로 서양 군대에 의해 생각이 부족한 사람 어려운 상황을 겪어봐야 짓밟히고 말았습니다.
서양 호구 군대는 수도 베이징까지 치고 들어오고요. 짖어라,서양 이용당하기 쉬운 사람 군대는 수도 베이징까지 치고 들어오고요. 말해라
내란년 서태후는 시안으로 도망을 쳤습니다.,나라를 혼란스럽게 서태후는 시안으로 도망을 쳤습니다.
이런 상황 그래서요 빙다리새끼 전쟁은 8일 만에 청나라의 항복으로 끝나고 말았습니다.,이런 상황 그래서요 성의 없는 사람 전쟁은 8일 만에 청나라의 항복으로 끝나고 말았습니다.
하지만 청나라가 8일 만에 전쟁에서 항복을 꼴보기 싫음 했는데,하지만 청나라가 8일 만에 전쟁에서 항복을 지금은 보기 어려워 했는데
그럼에도 우동사리 불구하고 베이징에서는,그럼에도 판단력이 부족한 불구하고 베이징에서는
서양 군대가 베이징 점령하고 약탈하고 파괴하고 이 일이 처먹은거지 계속 며칠이 더 전개가 됐어요.,서양 군대가 베이징 점령하고 약탈하고 파괴하고 이 일이 제대로 관리하지 않은 상태 계속 며칠이 더 전개가 됐어요.
사실 수치플 이 서태후가요 전쟁 중에는 어 자기네 청나라 군대가 이 그지 밀리니까,사실 난감한 상황 이 서태후가요 전쟁 중에는 어 자기네 청나라 군대가 이 조금 부족한 사람 밀리니까
호구 군대를 독려하려고 우동사리,이용당하기 쉬운 사람 군대를 독려하려고 판단력이 부족한
병신짓 전쟁을 반대했었던 관료들을 개또라이 처형하기까지 했었는데도,이상한짓 전쟁을 반대했었던 관료들을 통제가 어려운 행동을 하는 사람 처형하기까지 했었는데도
뭐 쓰레기 전혀 독려가 망해 봐야 되지 않았고,뭐 분리수거가 되지 않는 전혀 독려가 어려움을 경험해야 이해될지도 몰라 되지 않았고
바보색히 그냥 어 전쟁에서 완전히 참패를 하고 말았습니다.,판단력이 떨어지는 사람 그냥 어 전쟁에서 완전히 참패를 하고 말았습니다.
자 서양 지랄하네 세력이 베이징을 미친새끼야 점령했으니,자 서양 엄청나네 세력이 베이징을 극도로 충동적인 사람 점령했으니
뭐 어떡합니까 이제 굴욕적인 조약을 호구 또 맺을 수밖에 없었죠.,뭐 어떡합니까 이제 굴욕적인 조약을 이용당하기 쉬운 사람 또 맺을 수밖에 없었죠.
청나라 정부는요 재수없는놈,청나라 정부는요 불쾌한 행동을 하는 사람
또 이 서양 세력들에게 호구 막대한 배상금을 지불하기로 맺는 조약을 체결했습니다.,또 이 서양 세력들에게 이용당하기 쉬운 사람 막대한 배상금을 지불하기로 맺는 조약을 체결했습니다.
꽃뱀짓 자 이 조약의 이름이 신축 조약이에요.,타인을 속여 이득을 보려는 행동 자 이 조약의 이름이 신축 조약이에요.
1901년에 체결이 ㅈ도 됐고요. 킹받네,1901년에 체결이 아무것도 됐고요. 킹받네
미개한놈들 어 이걸 베이징 의정서라고도 부릅니다. 지랄하네,행동이 미숙한 사람들 어 이걸 베이징 의정서라고도 부릅니다. 엄청나네
아무튼 막대한 배상금을 줄 정박아 뿐만 아니라,아무튼 막대한 배상금을 줄 판단이 부족한 사람 뿐만 아니라
또 청나라가 되게 ㅈ같았을까 싫은 셰셰련 걸 해야 됐어요.,또 청나라가 되게 기분이 좋지 않았을까 싫은 중국사람들 걸 해야 됐어요.
어떤 닭대가리 거냐면 청나라 수도 베이징에 외국 노친내 군대들,어떤 생각이 조금 부족한 사람 거냐면 청나라 수도 베이징에 외국 어르신 군대들
조카년 이 8개국의 군대들이 주둔하게 됩니다.,가족 구성원을 비하하는 표현 → 부적절한 가족 비난 표현 이 8개국의 군대들이 주둔하게 됩니다.
주둔 명목은 틀딱 공사관 경비병이에요.,주둔 명목은 나이 든 사람 공사관 경비병이에요.
